"";"Peso(kg)";"Talla(mts)";"tallasentado(cms)";"Pli.Biceps";"Pli.Tric";"Pli.Subesca";"Pli.Crestailiaca";"pli.Supraespinal";"Pli.Abd";"Pli.Muslo";"Pli.Pantorrilla";"Peri.Brazorelax";"Peri.Brazoflex";"Peri.Cintura";"Peri.Cadera";"Peri.Pantorrilla";"Diam.Humeral";"Diam.Femoral";"wells1";"wells2";"wells3";"Dina.der1";"Dina.Izq1";"Dina.der2";"Dina.Izq2";"SaltoH1";"SaltoH2";"20mtetros1";"20mtetros2";"Agilidad1";"Agilidad2";"Leger";"Sexo";"Estrato";"Edad"
"3244";35,9;1,24;64,4;8;11;6;16;7;10;16;11;19;19,2;60,45;67,8;25;4,8;7,1;7;7;7,5;8;10;8;10;78;103;5,033;4,85;18,38;16,25;3;"femenino";1;8
"3245";20,5;1,219;63,4;5;9;5;6;4;7;6;6;15,5;16,8;46,9;85,7;21,4;4,9;6,9;7;6,5;11,5;6;4;6;6;106;112;5,15;4,93;16,35;15;1,5;"femenino";1;8
"3246";31;1,289;68;12;20;19;20;18;25;28;19;20,5;22,1;56,7;70,4;27,4;5,2;7,3;6;8;9,5;8;8;8;10;84;80;5,5;5,81;21;11,72;1,5;"femenino";2;8
"3247";26,8;1,336;69;7;11;9;14;9;14;14;9;18;18,5;53;65,4;44,8;5,1;6,9;-4;-5;-4;10;10;12;8;86;87;5,72;5,97;24;27,69;1;"femenino";2;8
"3248";36,4;1,56;77,7;3;8;6;8;4;7;13;11;19,4;21,2;57,6;73,6;27,6;5,9;8,2;-7;-5;-6;26;18;20;18;135;150;4,78;4,75;13,91;16,05;3;"masculino";1;14
"3249";27,3;1,264;65,7;11;11,5;8;12;8;13;20;10;18,5;20,1;58;64,5;24,6;5;7,5;4;9;3;10;8;10;8;83;110;5,65;5,54;14,97;16;2,5;"masculino";1;8
"3250";20,7;1,254;64;3;6;4;5;3;4;7;4;17,2;18;50,6;56,9;21,8;4,7;7,1;5;6;7;6;6;6;6;105;132;5,1;4,63;14,19;15,1;1,5;"masculino";1;8
"3251";28,6;1,26;69,3;6;15;10;22;12;16;21;12;19,8;19,7;59,6;70,5;26,5;4,8;7,4;12;13;13;6;6;4;4;93;103;5,15;5,44;16,5;15,5;2;"masculino";2;8
"3252";26,1;1,288;68;4;8;6;8;4;6;10;9;18,5;19,4;55,1;63;25,4;5,9;7,5;7;7;8;12;10;12;10;116;127;4,4;4,56;15,03;14,05;2;"masculino";1;8
"3253";52;1,67;83,5;4;8;6;6,5;5;7;11;7;23,7;26,9;64;82,7;31;7;9,6;-6;-7;-3;26;28;28;28;167;177;4,22;4,06;12,43;13,13;7;"masculino";1;14
"3254";53,8;1,624;84,1;7;17;15;24;16;22;29;16;25,2;25,1;64,6;93,1;32,6;5,8;8,3;5;9;9;26;24;26;26;104;121;4,35;4,31;12,96;12,16;4;"femenino";1;15
"3255";51,6;1,555;82;16;23;21;34;34;28;21;15;24,6;25,2;69;88;31,5;6,2;8,2;1;4;4;20;20;20;20;113;120;4,44;4,64;14,13;13,61;2,5;"femenino";2;12
"3256";53,6;1,589;78,5;12;18;12;23,5;17;22;20;16;25,9;27,6;69;83,5;33;6,5;9,5;-3;1;1;30;24;30;24;129;130;4,13;4,47;14,1;15,32;3;"masculino";2;13
"3257";42,2;1,532;78,4;6;12;12;16;10;19;21;16;22,4;22,4;57,1;84,1;30,4;5,7;8;17;17;18;16;12;16;14;109;109;5,53;4,62;14,63;15,31;2;"femenino";2;13
"3258";40,4;1,509;74,2;5;12;7;17;8;14;18;13;22,1;23,6;63;75,1;29,5;6,2;8,7;1;5;5;22;22;24;24;133;140;4,4;4,44;12,72;12,5;5,5;"masculino";1;13
"3259";43;1,565;81,3;4;8;7;11;6;8;9;6;22,4;23,9;61,3;77,7;30,5;6,7;8,6;1;-2;1;24;24;26;24;169;174;4,41;4,03;16,66;13,06;6;"masculino";2;14
"3260";31,9;1,536;77;5;11;8;24;9;14;18;8;22,8;24,1;69,1;79,3;29,1;5,8;8,5;-8;-6;-6;18;20;18;18;150;151;4,19;3,78;11,66;11,82;5;"masculino";2;13
"3261";39,4;1,49;74,1;6;15;7;14;7,5;14;16;10;21,5;23,6;61,9;76;28,5;5,6;8,9;-4;-3;1;26;26;24;24;146;167;4,62;4,5;15,22;13,03;4;"masculino";2;13
"3262";39,7;1,535;76,3;4;9;6;7;6;9;18;8;22,5;22,9;58;72,5;29,8;6,4;9,1;-3;-2;1;18;20;22;18;170;187;4,88;4;11,87;12,5;4;"masculino";2;13
"3263";28,3;1,284;65,7;7;11;6,5;10;6;9;16;11;18,7;20;57,8;62,9;25,9;5,2;7,7;-3;-2;1;14;14;12;12;107;129;5,59;5,79;15,28;13,09;2,5;"masculino";2;8
"3264";53,6;1,64;86,4;7,5;18,5;16;19;15;16;25;15;32,4;25,2;61,9;89;33,5;5,5;9;1;1;1;32;32;32;30;115;119;4,38;4,35;12,78;11,9;4;"femenino";1;15
"3265";39,2;1,451;71,4;10;20;15;23;14;23;21;12;23;23;64,6;81,1;29;5,4;7,7;-3;1;2;14;14;16;16;94;107;5,03;4,91;16,94;14,87;2;"femenino";2;12
"3266";46,2;1,6;82,2;7;14;10;17;8;12;18;13;22,6;24;65,7;83,5;29,7;6,1;8,2;9;10;9,5;22;18;18;16;136;141;4,91;4,88;15;13,53;6;"femenino";2;12
"3267";36,4;1,467;74,4;7;16;11;15;10;16;20;12;21,5;22,3;56,2;76,9;57;5,9;8,2;4;7,5;8,5;18;16;18;16;129;138;4,86;4,43;13,78;15,75;4,5;"femenino";1;12
"3268";45,4;1,543;80;7;15;12;19;16;20;26;17;22,3;23,6;58,3;85,2;31,1;6;8,6;12;12;13,5;18;12;12;14;136;124;4,5;5,22;15,47;13,5;2,5;"femenino";2;12
"3269";39,9;1,301;79,2;6;14,5;12;20;13;18;23;14;22;23;54,2;82;28,2;5,4;7,9;-7;1;4;20;22;20;20;84;100;4,97;5,26;18,63;17,43;2;"femenino";2;14
"3270";50;1,537;82;9;18;25;27;16;28;22;16;25,9;25,7;71;87;30,4;5,7;7,7;3;6,5;11;20;16;20;18;128;127;5,35;5,03;14,57;15,11;2;"femenino";1;14
"3271";37,8;1,482;75;8;9;6;10;7;8;11;11;21,6;23,2;61;72,3;30;5,9;9;1,5;1;1;16;14;16;16;164;169;4,19;4,19;16,41;12,65;7,5;"masculino";1;13
"3272";35,7;1,526;77,2;5;10;7;11;6;9;13;8;20,2;21,4;60,3;74,1;27,3;5,7;7,8;-4;1;1,5;18;14;14;16;175;169;4,15;4,19;13,06;13,28;7;"masculino";1;14
"3273";65,8;1,677;86,7;7;15;11;22;13;19;16;17;28;31;71,1;93,1;37;6,9;9,8;-2;1;1,5;32;28;26;26;161;148;4,41;4,56;13,22;14,13;7;"masculino";2;14
"3274";51;1,539;77,3;7;20;15;23;19;30;16;13;23;23,9;68,4;91;31,9;6;8,9;3;3;3,5;16;20;20;18;133;138;5,85;5,4;16,06;13,81;5;"femenino";2;14
"3275";56,6;1,646;84;5;10;8;21;9;13;14;9;24,7;26,2;69,9;88,2;35,2;6,7;9,4;-3,5;-1,5;2;26;22;20;18;178;178;3,91;3,91;11,5;11,81;5,5;"masculino";1;13
"3276";35,9;1,494;76,9;7;11;9;17;10,5;19;15;9;19,5;20,2;57,8;76;25,6;5,7;7,9;-9;-10;-7;8;10;8;8;121;115;4,75;4,94;15,32;14,9;4,5;"femenino";2;13
"3277";28,6;1,398;72,5;3;10;7;8;4;6;14;7;19;19,9;51,7;70;26,1;5,4;6,8;4;2,5;3,5;18;14;14;16;138;127;4,46;4,28;14,15;13,56;4;"femenino";1;14
"3278";71,7;1,568;82,3;19;21;26;33;27;35;37;27;30;29,4;84;102,5;37,9;6;9,5;-8;-3;-3;12;14;18;20;120;92;5,03;4,88;14,28;14,25;3;"femenino";3;14
"3279";53,2;1,563;84;7;15;14,5;30;20;26;24;15;25,6;25,8;67,2;88;32,8;6,5;8,6;1;3;8,5;22;24;24;22;135;150;5,03;4,91;16,69;14,53;3;"femenino";1;13
"3280";58;1,52;79;13;26;33;34;22;39;25;20;28,3;28;76,1;91;35;6,2;9,1;1;1,5;2,5;22;24;24;20;102;109;5,18;5,03;16,03;16;2;"femenino";2;13
"3281";27,2;1,36;66,1;4;8;5;9;4;8;13;7;18,5;19,8;76;64,2;25;5,2;7,6;-5;-3;-3,5;6;10;10;10;124;125;4,85;4,81;12,25;14,12;4;"masculino";2;11
"3282";32,9;1,34;69;7;18;14;19;11;19;22;17;21,8;22,2;56,7;74;27,1;5,7;7,8;7;7;8;10;14;10;10;85;99;5,28;5;14,09;13,25;2,5;"femenino";2;10
"3283";41,1;1,401;70,8;13;17;10;26;19;30;35;19;24;25,1;67,3;78,6;31;6;8,7;-2,5;-2;1;18;18;18;14;144;123;4,59;4,41;13,37;14,53;2,5;"masculino";2;10
"3284";56,7;1,61;83;9;16;14;18;13;19;24;16;25,8;26,1;66,1;95,5;34,1;6,2;8,3;1;1,5;1;18;20;20;16;110;105;6,41;3,63;17,88;14,9;2;"femenino";1;15
"3285";27,6;1,322;63,5;2,5;5,5;4;4;3;5;11;6;18,2;20,9;55,2;62,5;26;5,4;7,8;3;4;5;8;12;14;14;137;154;4,72;4,31;12,78;12,72;3;"femenino";2;10
"3286";41,3;1,511;75;6;13;7;16;10;15;22;12;21,8;23,2;58,6;77;30,6;6;9;5;5;5;22;22;20;18;149;161;4,56;4,06;12,12;12,85;2,5;"masculino";1;11
"3287";44,8;1,575;79,5;6;11;7;11;8;13;14;11;22;25;62,5;77,8;30;6,4;9,4;13;10;12;28;28;28;20;143;160;4,47;4,38;12,04;11,71;7;"masculino";2;14
"3288";34,5;1,476;74,2;3;5;5;6;4;5;7;4;21,3;24,5;57,9;69,6;26,5;6,2;8,1;5;3;4,5;22;22;22;22;167;179;4,06;4,13;15,21;13,12;7,5;"masculino";1;14
"3289";34;1,412;71,3;5;9;6;13;5;9;9;8;20,3;21,9;56,1;73;28,4;5,7;8,1;-9;-8,5;-5,5;16;12;14;12;137;136;4,97;4,81;14,5;13,5;6;"masculino";2;12
"3290";45,5;1,662;83,5;4;6,5;7;9;7;11;11;9;21,5;24,1;61,9;78,4;30,8;6,4;8,9;-8;-5;-5,5;30;28;28;26;163;167;3,87;4,1;11,59;12,25;7;"masculino";1;15
"3291";59;1,628;80,6;8;17;15;31;19;32;22;19;27,4;27;78,2;87,6;34,6;6,9;10;-9;-2;-2;24;24;24;22;150;148;4,44;4,15;13,65;12,69;5;"masculino";1;13
"3292";44,8;1,509;79,1;7;18;13;20;13;20;21;16;23;23,2;64,4;58,5;30,9;5,9;7,6;-4;-3;1;20;20;22;18;137;133;4,69;4,63;20,22;15,35;4,5;"femenino";2;12
"3293";61,3;1,568;80,6;13;22;18;36;28;35;31;22;28,2;29,2;80,5;90,2;35,5;6,7;9,6;5,5;4,5;7,5;26;24;24;24;146;140;4,34;4,4;18,31;14,5;2,5;"masculino";2;12
"3294";44,5;1,479;74,3;8;23;17;24;14;25;30;22;25;26,3;65,3;79,2;32,4;6;8,9;-3,5;1;1,5;22;20;20;20;139;143;5,28;4,9;16,91;14,19;2,5;"masculino";2;12
"3295";41,6;1,459;78;8;16;14;20;16;25;20;18;22,1;23,5;61,8;82,9;29,9;5,6;7,7;-4;2,5;2;18;18;10;16;150;138;4,34;4,28;12,4;14,31;4,5;"femenino";1;12
"3296";35;1,432;73,3;7;14;9;14;8;13;18;10;19,8;21,1;55,9;74,8;28,1;5,8;8;-3,5;-2,5;1,5;16;14;16;12;138;137;4,75;4,66;16,66;13,84;2,5;"femenino";1;12
"3297";57,3;1,468;75,5;23;31;23;36;34;39;39;32;27,2;28,1;76,2;93,1;35,8;6;9,8;-9;-9;-9,5;12;14;14;14;82;78;5,5;5,81;16,5;18,47;2;"femenino";2;12
"3298";32,9;1,176;62,2;9;16;9;14;9,5;18;17;15;17,1;18;53,5;61;23,9;4,7;6,9;7;9;10;6;6;4;2;85;91;6,88;6,19;18,15;17,5;1,5;"femenino";1;10
"3299";33;1,327;70,5;10,5;15;8;18;14;19;24;13;20,7;21,2;60,2;72,7;67,5;5,4;8;3;10;12;10;8;12;8;100;86;6,38;5,66;16,97;17,13;2;"femenino";2;8
"3300";43,1;1,372;69,7;10;24;26;41;30;31;20;18;25,3;25,8;75,4;81,7;30;5,4;7,4;1;5;1;12;8;10;5;81;85;6,84;6,47;19,4;19,63;1,5;"femenino";2;10
"3301";22,9;1,243;67,2;5;8;8;6,5;4,5;7;16;9;17,1;18,3;52,3;63,1;33;5;7,6;13;11;14;5;5;2;8;100;118;5,5;5,72;17,28;15,88;3;"femenino";2;8
"3302";34;1,274;66,4;9;13;30;34;26;29;25;16;22;20,8;70,9;77,2;27,5;5;7,5;-8;-3;-5;8;5;4;4;98;105;5,91;5,88;16,28;17,13;1;"femenino";2;8
"3303";24,7;1,292;68,3;5;10,5;7;13;9;12;13,5;8;16,8;18;54,7;63,5;22,7;5;7,4;1;13;8;10;12;8;10;106;110;5,25;5,03;14,69;14,75;3;"femenino";1;8
"3304";24,6;1,271;68,4;8;10;11;17;12;14,5;20;12;17,9;18,5;54,3;65,4;22;4,8;6,8;-2;2;8,5;8;10;8;8;106;120;5,75;5,5;15,78;15,32;3;"femenino";2;8
"3305";27,7;1,285;67,5;5;11;7;20;10;11;16;12;19;19;60,6;69,8;25,9;5,1;7,4;5;5;5;8;4;8;8;102;108;5,91;5,37;17,34;16,38;3;"femenino";2;8
"3306";25,7;1,247;66,5;5;11;6;17;6;12;11;12;19,2;19,2;56,2;65,7;24,8;4,1;7,2;3;2;5;6;8;8;6;102;100;4,4;5,78;17;17;1,5;"masculino";1;8
"3307";22,5;1,238;62,7;7;15;8;14;9,5;13,5;17;12;17,5;18;51,5;64,8;23,8;4,4;6,9;-5;-5;-4;6;6;6;6;116;92;5,5;5,53;17,53;15,07;1;"femenino";1;9
"3308";24;1,262;63,9;6;9;9;19;8;11;14;9;18,4;18,6;55;65,9;23,2;4,7;6,5;6;6;6,5;10;10;8;8;108;133;5,28;4,99;14,22;14,21;2;"femenino";2;9
"3309";32,3;1,33;69;7;9;10;11;7;15;18;10;21;22,1;56,8;72;26,1;5,6;8;3;5;7;2;8;12;12;88;115;5,31;5;15,06;15,97;1,5;"femenino";1;9
"3310";36,1;1,367;72,1;11;16;11;21;18;26;25;15;21,4;22,7;63,1;75,2;29,4;5,4;8,6;4;5,5;4,5;10;14;12;14;133;113;5,09;5,03;14,63;15,91;2,5;"masculino";2;9
"3311";28,2;1,266;66,5;4;9;7;12;7;15;17;7;18,8;20,4;58,2;66,5;25,2;5,1;8,1;9;8;9;8;14;10;14;154;137;4,81;4,52;13,13;12,37;2,5;"masculino";1;9
"3312";25,9;1,247;63;7;16;11;16;8;17;22;13;19,5;20;55,6;66,2;27,1;4,8;7,5;7,5;10,5;11,5;8;8;8;6;100;107;6,09;5,41;17,44;16,28;1,5;"femenino";2;8
"3313";30,4;1,311;67,9;6;11;8;16;8;15;18;12;20,2;20,5;62,2;69,3;27,2;5,1;7,6;1;2,5;3;10;8;8;12;118;116;5,18;5,25;14,97;15,59;2;"femenino";2;9
"3314";19,3;1,208;64;4,5;8;6;6;4;6;11;6;16;17,2;51;56;21,4;4,8;6,7;12;10,5;12;6;8;4;8;140;144;5,13;4,97;16,25;14,35;2,5;"femenino";2;9
"3315";31;1,491;72,1;3;5;4;6;3;5;8;6;17,9;19,8;54,5;65,3;25,5;5,6;7,6;1;6;7;10;14;12;12;134;141;4,15;4,6;13,62;12,57;5,5;"masculino";3;12
"3316";28,9;1,353;69,8;4;10;6;11;5;9;13;9;18;19;59,6;66;25;5;7,7;1;1,5;2,5;16;16;14;18;134;137;4,81;5,52;13,9;13,35;5;"masculino";3;11
"3317";33,7;1,47;71,2;4;10;5;7;5;6,5;15;10;19;21,9;56,5;69;27,1;5,9;8,6;3;3,5;4,5;22;22;18;20;151;148;4,61;4,16;12,72;12,5;3;"masculino";2;12
"3318";43,2;1,33;67;11;27;25;28;22;30;28;26;26;27,4;73,3;79,5;34;6,1;8,4;2,5;3;3;14;12;12;12;118;117;4,82;4,84;14;13,22;2;"masculino";1;10
"3319";44,8;1,501;77,2;4;12;9;11;7;14;18;12;22,9;24,8;67,9;78,1;29,3;6,5;9,3;2,5;3,5;1;22;26;24;22;135;130;5,22;4,9;12,65;12,62;6;"masculino";1;13
"3320";44,4;1,508;76,6;6;12;10;14;7;13;16;10;22,3;25;67;78,2;29,2;6,6;9,3;-1,5;1,5;1,5;24;18;24;20;112;142;4,6;4,59;13,97;12,9;6;"masculino";1;13
"3321";33,9;1,348;72;8;15;13;20;7;15;22;13;20,9;21,1;57,1;75;28,5;5,2;7,7;5;7;9,5;10;8;8;8;116;100;5,25;5,28;13,87;13,53;3;"masculino";1;11
"3322";28,2;1,354;66,8;8;9;7;19;11;16;18;10;17,5;18,5;55;69;24,9;4,9;7,8;1;-2,5;2,5;8;10;8;8;154;158;4,56;4,93;13,03;13,44;3;"masculino";1;11
"3323";57,7;1,51;76;16;29;29;4,4;24;38;3,8;3,5;28,1;28;87,8;92,6;32,5;5,8;9,1;-2;-2;-3;6;14;6;16;40;67;5,53;5,75;15,47;14,96;1;"masculino";2;11
"3324";43,5;1,54;79;4;10;13;24;13;16;11;8;22,6;23,3;65,1;83;29,9;5,8;8,5;-1;-4,5;-3,5;22;20;20;22;143;161;4,28;4,28;13,13;12,81;4;"femenino";1;11
"3325";49,4;1,639;80,2;3;9;7;12;8;10;15;10;23;25,7;65,3;76,3;73,2;6,8;9,3;-2;-1;-2,5;8;24;20;30;137;141;4,25;4,69;12,94;12,73;4,5;"masculino";1;15
"3326";32,6;1,395;70;4;8;7;11;7;9;12;6;19,9;22;61,5;67;27,7;5,5;8,2;1;1;-3;18;18;18;18;126;139;4,53;4,82;12,85;12,35;4,5;"masculino";1;12
"3327";38,7;1,345;69;11;12;23;29;22;32;36;16;23,4;23,8;65,5;76,2;28,7;5,4;7,7;9,5;8,5;10,5;2;10;14;12;100;108;5,13;5,31;15,16;15,19;1,5;"femenino";1;9
"3328";34,3;1,373;72,1;10;20;16;22;20;21;29;17;21,7;22;57;74;28;5,6;7,6;-6,5;-4,5;-3;6;6;6;6;90;93;6,03;5,69;15,35;15,84;1,5;"femenino";2;10
"3329";34,7;1,395;73,3;6;15;7;16;10;12;19;13;26;19,9;64,1;74;26,9;5,4;8;5;7;6;4;10;6;8;83;100;6,03;6,5;14,87;14,97;1,5;"femenino";1;10
"3330";24,4;1,352;67,8;3;8;5;7;4;5;9;5;15,6;17;53;61,5;22;5,4;8;-3,5;-3,5;-3,5;10;10;8;12;130;120;4,81;4,59;16,22;13,53;2,5;"masculino";2;10
"3331";24,1;1,342;69,9;4;8;8;10;7;8;15;7;17;17,5;50,5;62,6;22;4,8;7,2;4,5;5,5;5,5;8;8;6;8;107;106;5,65;5,44;16,44;15,72;2;"femenino";2;10
"3332";54,4;1,595;80,2;8;21;20;27;29;27;32;19;24,2;25;76,6;88,5;34;6,5;9,4;-4;-1;-3,5;14;18;10;14;89;95;5,53;5,37;14,75;16,81;2;"masculino";2;10
"3333";38,4;1,409;73,7;9;19;9;15;13;22;31;26;22,4;24;56,3;79,4;31,8;5,6;8,1;4,5;4;4,5;12;10;10;8;119;121;4,78;4,78;15,28;15,38;2;"femenino";2;10
"3334";32,8;1,464;71,8;3;7;5;7;3;6;8;7;19,9;22,1;58,8;66,5;26,2;5,9;8,2;1;-2,5;-1,5;18;16;20;16;131;150;4,53;3,87;12,4;12,15;3;"masculino";1;13
"3335";27,9;1,32;69,5;6;10;6;13;6;9;15;8;19,5;20,2;56,4;65,6;24,6;5;7;8,5;12;10,5;12;10;10;8;108;115;5,06;5,1;15,62;14,34;3;"femenino";2;10
"3336";35,9;1,356;72;9;20;10;14;9;13;28;16;32,3;23,6;59,8;74,8;27,7;5,8;8,8;15,5;15;14;14;14;16;16;135;141;4,28;4,47;12,94;13,14;3;"femenino";2;11
"3337";48,9;1,459;72,8;11;25;23;29;18;29;32;25;27;27,1;69,1;85,9;25;6,6;9;-5;-3;-3;10;12;10;10;105;100;5,66;5,66;16,82;16,87;1,5;"masculino";2;10
"3338";41,9;1,387;71,4;9;22;10;23;13;20;33;17;25;25,1;67,9;80,5;32,2;5,6;8,6;6;6;6,5;12;6;12;19;126;129;4,66;4,68;13,78;13,09;2;"masculino";2;10
"3339";37,2;1,415;71;8;15;18;26;19;24;20;15;22,4;22,6;64;75,3;28,7;7,7;8;-2,5;1;1,5;20;14;18;12;129;142;5,6;5,2;15,18;14,66;2,5;"masculino";2;10
"3340";27,4;1,311;64,4;5;12;8;11;5;7;14;11;19,1;19,4;56,6;68,6;25,7;5,1;7,3;-2;-3;-4;10;6;16;10;113;113;5,12;4,53;15,06;14,15;2,5;"masculino";2;10
"3341";34,4;1,416;68,8;3;8;6;8;6;6;14;7;20,3;21,5;57,9;71;29,1;5,7;7,4;7,5;1;10;12;16;16;18;143;122;4,53;4,66;14;12,75;4,5;"masculino";2;12
"3342";25,7;1,316;64,9;4;8;5;6;5;5;14;8;17,6;19,8;50,5;62,5;36;5,5;7,6;5,5;8,5;8;14;14;16;12;135;138;4,47;4,25;13,88;13,65;4;"masculino";1;9
"3343";27,5;1,362;70,9;4;9;6;9;5;7;13;7;17,4;19,8;56;65,3;24,8;5,5;7,9;5;9;12,5;10;12;12;12;134;144;4,75;4,43;13,63;13,59;4,5;"masculino";2;11
"3344";43,3;1,394;74,2;16;23;27;32;37;30;33;23;23,7;23,6;67,7;87,2;30,1;5;8,1;4;3;4;8;8;8;8;89;98;5,81;5,04;15,18;15,91;1,5;"femenino";1;10
"3345";28,8;1,292;64,6;8;12;7;11;7;16;16;11;19,2;21,1;54,3;69,1;25,9;5,2;7,8;3,5;2;4;8;10;10;8;133;128;5,35;5,06;14,46;14,03;1,5;"femenino";2;10
"3346";34,4;1,446;73,5;5;10;8;13;10;16;21;10;20;20,7;56,2;73,5;27,4;5,6;7,9;8;8;8;12;12;12;12;150;155;4,59;4,5;14,5;14,03;2,5;"femenino";1;12
"3347";25;1,236;62,7;7;10;8;10;7;12;16;12;17,6;18,8;55;63,2;25,1;5;7,3;7,5;6,5;7,5;10;10;10;8;110;110;6,5;5,69;18,44;17,1;2,5;"femenino";2;8
"3348";23,9;1,204;61;4;12;8;13;5;12;19;11;18,5;19,9;56,8;65,5;24,8;5;7,2;11;1,5;12,5;8;10;10;10;89;110;5,53;4,9;16,04;14,93;2;"femenino";2;8
"3349";23,4;1,235;63,4;5;12;6;16;6;11;18;11;18,6;18,7;50,3;63,5;23,2;4,6;6,6;-6;-6;-1,5;10;8;8;8;97;96;5,53;5,59;15,91;15,71;2;"femenino";2;9
"3350";33,7;1,372;70,8;8;17;18;16;12;24;23;14;21,1;21,2;63,3;73,2;27,6;5,2;7,6;7,5;12,5;14,5;12;14;12;14;100;114;5,44;5,41;13,69;13,78;2,5;"femenino";2;9
"3351";24,2;1,309;67,8;4;9;7;7;5;6;11;7;16,5;18,1;50;60,8;24,9;5,1;7,1;2;5,5;9,5;8;10;8;8;193;156;5,01;5,44;14,82;15,21;2,5;"femenino";2;9
"3352";48,6;1,414;73,4;12;28;26;37;30;35;35;25;26,7;36;71,3;86;33,7;5,8;8,5;1;4,5;5,5;8;6;4;8;105;102;5,65;5,56;16,28;15,51;1,5;"femenino";1;11
"3353";26,9;1,275;66,5;5;8;8;8;4;6;19;9;17,9;18,2;51,8;67,5;26,7;4,9;7,6;7;8,5;9,5;10;10;10;8;99;103;4,9;4,99;13,32;14,06;2;"femenino";2;8
"3354";31,5;1,339;67;10;15;9;16;11;22;21;11;20,9;21,5;61,1;70,1;26,4;5,8;8,2;-4;-5;4;16;10;12;12;123;128;5,63;5,88;14,63;15,47;2;"masculino";1;9
"3355";34,6;1,431;74,1;5;10;9;14;8;13;13;10;20,9;21,2;58,3;75;27,2;5,3;7,4;7;11;12,5;14;16;14;14;112;132;6,03;5,59;16,13;14,75;1,5;"femenino";1;11
"3356";23,3;1,303;68,3;5;7;8;8;5;9;12;8;16,8;17,3;52,4;61,9;23;4,6;6,8;-4,5;4,5;3;6;4;4;4;77;100;6,16;6,69;16,78;16;1,5;"femenino";2;9
"3357";34,8;1,37;69;10;19;17;21;19;25;27;19;21,5;21,6;62,2;72,5;27,6;5,4;8,1;-5,5;-4,5;-2,5;6;6;4;8;110;103;6,1;5,44;15,22;16,1;1,5;"femenino";1;9
"3358";38,3;1,418;72,5;12;20;18;30;18;32;20;18;22,9;22,6;69;75,5;30,7;5,6;7,7;2;1;2,5;10;14;10;14;102;111;5,19;4,78;14,78;16,03;1,5;"femenino";3;9
"3359";34,4;1,446;72,3;4;9;6;11;5;11;11;8;21,5;23,4;63;70,2;27;5,8;7,9;1;-2,5;4;14;16;16;18;141;155;4,4;3,75;12,57;12,69;6;"masculino";1;11
"3360";28,2;1,34;67,5;4;8;5;8;5;8,5;15;8;17,1;18,9;56,3;66,8;25;5,6;8,2;6;-7,5;9;10;10;8;10;145;140;4,66;5,89;13,34;12,81;4,5;"masculino";1;10
"3361";64,1;1,563;81,6;20;29;31;32;28;35;34;31;29,9;30;77,2;100,5;36,5;6,3;9,2;-3,5;2;-3;20;24;24;18;89;100;5,22;5;18,33;15,9;2;"femenino";1;12
"3362";50,9;1,497;77,5;7;19;21;37;23;31;25;17;25,2;25,4;69,1;88,2;32,3;5,9;8,2;-6,5;-2;2;20;20;18;18;108;134;4,66;4,8;13,06;13,56;2,5;"femenino";1;11
"3363";46,6;1,464;70;10;19;21;37;26;35;39;21;24,5;25,2;73;79,5;30;5,7;8,8;-4;-4,5;1;14;16;14;18;108;112;5,06;4,88;13,09;14,25;3;"masculino";2;11
"3364";40,8;1,478;75,3;8;18;11;14;10;21;13;21;23,2;24,8;64,2;74,6;30,5;6;8,6;3,5;6;5;20;16;22;20;133;144;4,66;4,44;12,66;13;2,5;"masculino";2;12
"3365";54,8;1,519;78,7;13;23;28;33;22;34;28;30;26,1;26,1;74,1;85,7;34;6,2;9,4;-5,5;-5;-4;16;14;14;16;113;104;5,31;5,07;14,26;13,94;2;"masculino";2;11
"3366";45,5;1,47;76,9;14;26;23;27;35;26;32;23;24,5;25,2;63,2;84,3;32;6;8,2;-6;-8;-6;10;10;10;10;116;118;5,62;4,81;13,85;13,72;2,5;"femenino";1;12
"3367";39,3;1,485;55,6;7;13;11;20;11;16;21;11;21,3;22,5;60,4;79;29,2;5,5;8;2;3,5;3;10;18;12;16;97;135;5,19;5;14,5;13,97;3;"femenino";2;12
"3368";41;1,414;72,4;14;22;19;30;21;31;25;23;24,3;24,1;66,4;83;29,2;5,5;8,6;-2,5;1,5;4,5;10;8;14;12;128;133;4,6;5,09;13,91;13,44;2;"femenino";2;11
"3369";36,5;1,438;75,1;8;16;16;25;23;35;25;17;20,7;21,5;59;79;27,4;5,6;7,9;3,5;4,5;5,5;10;10;8;8;118;116;4,91;5,03;14,12;13,73;3;"femenino";1;10
"3370";54,2;1,508;78,1;15;20;24;32;36;38;42;19;26,4;27;74;89;33,6;6,2;8,8;3;8,5;4,5;8;18;10;10;146;152;4,66;4,78;13,31;13,13;1;"femenino";2;12
"3371";54,4;1,48;75;19;28;25;31;26;38;38;25,5;27,2;28;79,5;87,5;32,7;5,6;8,8;1,5;1,5;1,5;10;12;10;10;116;135;4,59;5;14,57;14,68;1,5;"femenino";2;11
"3372";42,6;1,59;81;3;7;6,5;7;5;7;8;6;20,5;24;63,8;77,5;30,1;6,5;9,1;3;6;5,5;28;30;28;30;185;187;3,72;3,78;12,1;11,47;7,5;"femenino";1;13
